gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,Do you frequently absent from school?,Class
M,KW,KuwaIT,0,4,1,IT,S,0,1,1,1,0,0,1,1,1
M,KW,KuwaIT,0,4,1,Math,S,0,0,0,1,0,1,1,0,2
M,Egypt,Egypt,0,4,1,English,S,1,0,1,1,0,0,1,1,0
F,KW,KuwaIT,0,4,1,Science,S,0,1,1,1,1,0,0,0,1
M,KW,KuwaIT,0,4,1,Arabic,S,0,0,0,0,0,0,0,1,0
M,KW,KuwaIT,0,4,1,English,S,0,1,1,1,1,1,1,0,2
M,KW,KuwaIT,0,4,1,History,S,0,0,0,0,0,1,1,0,2
F,KW,KuwaIT,0,4,1,History,S,1,1,1,1,1,0,1,0,2
F,KW,KuwaIT,0,4,1,History,S,0,1,1,1,1,0,1,0,1
F,KW,KuwaIT,0,4,1,History,S,0,1,1,1,1,1,1,0,1
M,KW,KuwaIT,0,4,1,English,S,1,1,0,0,0,0,0,1,0
M,KW,KuwaIT,0,4,1,History,S,0,0,0,0,0,0,0,1,0
M,KW,KuwaIT,0,4,1,History,S,0,1,1,1,1,1,0,1,1
F,KW,KuwaIT,0,4,1,History,S,1,0,0,1,0,1,1,1,1
M,Egypt,Egypt,0,4,1,Math,S,1,1,1,1,0,0,0,1,1
F,Jordan,Jordan,1,6,1,English,F,1,1,1,1,0,0,0,0,1
F,Jordan,Jordan,1,6,1,English,S,1,1,1,1,0,0,0,0,2
M,Jordan,Jordan,1,6,1,English,F,0,0,1,0,0,1,1,1,1
M,Jordan,Jordan,1,6,1,English,S,0,0,1,1,0,1,1,1,1
M,Jordan,Jordan,1,6,1,English,F,0,0,0,0,0,1,0,1,1
M,Jordan,Jordan,1,6,1,English,S,0,0,0,1,0,1,0,1,1
F,Jordan,Jordan,1,6,1,English,F,1,1,1,1,0,0,1,0,2
F,Jordan,Jordan,1,6,1,English,S,1,1,1,1,0,0,1,0,1
M,Jordan,Jordan,1,6,1,English,F,0,1,0,0,0,0,0,0,1
M,Jordan,Jordan,1,6,1,English,S,0,0,0,0,0,0,0,0,2
F,lebanon,lebanon,1,6,1,English,F,1,1,1,1,1,1,1,0,2
F,lebanon,lebanon,1,6,1,English,S,1,1,1,1,1,1,1,0,2
M,Palestine,Jordan,1,6,1,English,F,1,1,0,0,0,1,1,0,2
M,Palestine,Jordan,1,6,1,English,S,1,1,0,1,0,1,1,0,2
M,Palestine,Jordan,1,6,1,English,F,1,1,0,1,0,0,1,0,1
M,Palestine,Jordan,1,6,1,English,S,1,1,0,1,0,0,1,0,1
M,Iraq,Iraq,1,6,1,English,F,1,1,1,1,0,0,1,0,2
M,Iraq,Iraq,1,6,1,English,S,1,1,1,1,0,0,1,0,2
F,Jordan,Jordan,1,6,1,English,F,1,1,1,1,1,0,1,0,2
F,Jordan,Jordan,1,6,1,English,S,1,1,1,1,1,0,1,0,2
M,Jordan,Jordan,1,6,1,English,F,0,1,0,1,0,0,0,1,1
M,Jordan,Jordan,1,6,1,English,S,0,1,0,1,0,1,0,1,1
F,Jordan,Jordan,1,6,1,English,F,1,1,1,1,1,1,1,0,2
F,Jordan,Jordan,1,6,1,English,S,1,1,1,1,1,1,1,0,2
M,Palestine,Jordan,1,6,1,English,F,1,1,1,1,1,1,1,0,1
M,Palestine,Jordan,1,6,1,English,S,1,1,1,1,1,1,1,0,1
F,Jordan,Jordan,0,4,1,Science,F,0,1,0,1,0,0,0,1,0
F,Jordan,Jordan,0,4,1,Science,S,0,1,0,0,0,0,0,1,0
F,Palestine,Palestine,0,4,1,Science,F,1,1,1,1,1,1,1,0,2
F,Palestine,Palestine,0,4,1,Science,S,1,1,1,1,1,1,1,0,2
M,Iraq,Iraq,0,4,1,Science,F,0,1,1,1,1,1,1,1,1
M,Iraq,Iraq,0,4,1,Science,S,0,1,1,1,1,1,1,1,1
F,Jordan,Jordan,0,4,1,Science,F,1,1,1,1,1,0,1,0,2
F,Jordan,Jordan,0,4,1,Science,S,1,1,1,1,1,0,1,0,2
M,Jordan,Jordan,0,4,1,Science,F,0,0,0,0,0,0,1,1,1
M,Jordan,Jordan,0,4,1,Science,S,0,0,0,1,0,0,1,1,1
M,Jordan,Jordan,0,4,1,Science,F,0,0,0,0,0,0,0,1,0
M,Jordan,Jordan,0,4,1,Science,S,0,0,0,0,0,0,0,1,0
F,Jordan,Jordan,0,4,2,Science,F,1,0,0,0,0,0,0,0,1
F,Jordan,Jordan,0,4,2,Science,S,1,0,0,0,0,0,0,0,1
F,Jordan,Jordan,0,4,2,Science,F,0,0,1,0,0,1,0,0,1
F,Jordan,Jordan,0,4,2,Science,S,0,0,0,0,1,1,0,0,1
M,Jordan,Jordan,0,4,2,Science,F,1,1,1,1,1,1,1,0,2
M,Jordan,Jordan,0,4,2,Science,S,1,1,1,1,1,1,1,0,2
M,Palestine,Jordan,0,4,2,Science,F,1,1,1,1,1,1,1,1,1
M,Palestine,Jordan,0,4,2,Science,S,1,1,1,1,1,1,1,1,1
M,Jordan,Jordan,0,4,2,Science,F,0,0,0,1,0,0,1,1,1
M,Jordan,Jordan,0,4,2,Science,S,0,1,0,0,0,0,1,1,1
F,Jordan,Jordan,0,4,2,Science,F,1,1,1,1,0,1,1,0,2
F,Jordan,Jordan,0,4,2,Science,S,1,1,1,1,0,1,1,0,2
F,Jordan,lebanon,0,4,2,Science,F,1,1,1,1,1,1,1,0,2
F,Jordan,lebanon,0,4,2,Science,S,1,1,1,1,1,1,1,0,2
M,Jordan,Jordan,0,2,1,French,F,1,1,1,1,0,1,1,0,2
M,Jordan,Jordan,0,2,1,French,S,1,1,1,1,0,1,1,0,2
F,Jordan,Jordan,0,2,1,French,F,1,1,1,0,0,1,1,0,2
F,Jordan,Jordan,0,2,1,French,S,1,1,1,0,0,1,1,0,2
F,Jordan,Jordan,0,2,1,French,F,1,1,1,0,0,1,1,1,1
F,Jordan,Jordan,0,2,1,French,S,1,1,1,0,0,1,1,1,1
M,Jordan,Jordan,0,2,1,French,F,0,0,0,0,0,0,0,1,0
M,Jordan,Jordan,0,2,1,French,S,0,0,0,0,0,0,0,1,0
M,Syria,Syria,0,2,1,French,F,0,0,0,0,0,0,0,0,1
M,Syria,Syria,0,2,1,French,S,0,0,0,1,0,0,0,0,1
M,Jordan,Jordan,0,2,1,French,F,0,0,0,0,0,0,0,1,0
M,Jordan,Jordan,0,2,1,French,S,0,0,0,0,0,0,0,1,0
F,Jordan,Palestine,0,2,1,French,F,1,1,1,1,1,1,1,0,1
F,Jordan,Palestine,0,2,1,French,S,1,1,1,1,1,1,1,0,1
M,Jordan,Jordan,0,2,1,French,F,0,1,0,1,0,0,1,1,0
M,Jordan,Jordan,0,2,1,French,S,0,0,0,0,0,0,1,1,0
F,Jordan,Jordan,0,2,1,French,F,1,0,1,1,0,0,1,0,1
F,Jordan,Jordan,0,2,1,French,S,1,0,1,0,0,0,1,0,1
M,Lybia,Lybia,0,2,1,French,F,1,0,0,0,0,0,1,1,0
M,Lybia,Lybia,0,2,1,French,S,1,0,0,0,0,0,1,1,0
F,Palestine,Jordan,0,2,1,French,F,1,1,1,0,0,0,1,0,1
F,Palestine,Jordan,0,2,1,French,S,1,1,1,0,0,0,1,0,1
F,Palestine,Jordan,0,2,2,French,F,0,1,1,0,0,0,1,0,1
F,Palestine,Jordan,0,2,2,French,S,0,1,1,0,0,0,1,0,1
F,Iraq,Iraq,0,2,2,French,F,0,0,1,0,0,0,1,0,1
F,Iraq,Iraq,0,2,2,French,S,0,0,1,0,0,0,1,0,1
M,Jordan,Jordan,0,2,2,French,F,1,1,1,1,0,0,0,0,1
M,Jordan,Jordan,0,2,2,French,S,1,0,1,0,0,0,0,0,1
F,Jordan,Jordan,0,2,2,French,F,1,0,1,0,0,0,1,0,2
F,Jordan,Jordan,0,2,2,French,F,1,0,1,0,0,0,1,0,2
F,Jordan,Jordan,0,2,2,French,S,1,0,1,0,0,0,1,0,2
F,Jordan,Jordan,0,2,2,French,S,1,0,1,0,0,0,1,0,2
M,Lybia,Lybia,0,2,2,French,F,1,0,0,0,0,0,1,1,0
M,Lybia,Lybia,0,2,2,French,S,1,0,0,0,0,0,1,1,0
M,Egypt,Egypt,0,2,2,French,F,1,0,0,0,0,0,1,1,0
M,Egypt,Egypt,0,2,2,French,S,1,0,0,0,0,0,1,1,0
F,Jordan,Jordan,0,2,2,French,F,1,0,1,1,0,1,1,0,1
F,Jordan,Jordan,0,2,2,French,S,1,0,1,0,0,1,1,0,1
M,Jordan,Jordan,0,2,2,French,F,1,0,1,1,0,1,1,0,2
M,Jordan,Jordan,0,2,2,French,S,1,0,1,1,0,1,1,0,2
M,Jordan,Jordan,0,2,2,French,F,0,0,1,1,0,1,1,0,1
M,Jordan,Jordan,0,2,2,French,S,0,0,1,0,0,1,1,0,1
F,lebanon,lebanon,0,2,2,French,F,1,1,1,1,0,1,1,0,2
F,lebanon,lebanon,0,2,2,French,S,1,1,1,1,0,1,1,0,2
M,Jordan,Jordan,0,2,1,Arabic,F,0,0,1,1,0,1,1,1,1
M,Jordan,Jordan,0,2,1,Arabic,S,0,0,1,1,0,1,1,1,1
M,Palestine,Jordan,0,2,1,Arabic,F,0,1,1,1,0,1,1,0,2
M,Palestine,Jordan,0,2,1,Arabic,S,0,1,1,1,0,1,1,0,2
M,Iraq,Iraq,0,2,1,Arabic,F,0,1,1,0,0,1,1,0,2
M,Iraq,Iraq,0,2,1,Arabic,S,0,1,1,1,0,1,1,0,2
M,Jordan,Jordan,0,2,1,Arabic,F,0,0,0,1,0,1,1,1,1
M,Jordan,Jordan,0,2,1,Arabic,S,0,0,1,1,0,1,1,1,1
F,Palestine,Jordan,0,2,1,Arabic,F,1,1,1,1,0,0,1,0,2
F,Palestine,Jordan,0,2,1,Arabic,S,1,1,1,1,0,0,1,0,2
M,Jordan,Jordan,0,2,1,Arabic,F,0,0,0,1,0,0,0,0,1
M,Jordan,Jordan,0,2,1,Arabic,S,0,0,0,0,0,0,0,0,1
F,Jordan,Jordan,0,2,1,Arabic,F,0,0,0,0,1,0,0,1,0
F,Jordan,Jordan,0,2,1,Arabic,S,0,0,0,0,1,0,0,1,0
M,Jordan,Jordan,0,2,2,Arabic,F,0,0,0,1,1,0,0,1,0
M,Jordan,Jordan,0,2,2,Arabic,S,0,0,0,0,0,0,0,1,0
M,Jordan,Jordan,0,2,2,Arabic,F,1,0,1,1,1,1,0,1,1
M,Jordan,Jordan,0,2,2,Arabic,S,1,0,1,1,1,1,0,1,1
M,Jordan,Jordan,0,2,2,Arabic,F,0,0,0,1,1,1,0,1,0
M,Jordan,Jordan,0,2,2,Arabic,S,0,0,0,1,1,1,0,1,0
F,Jordan,Jordan,0,2,2,Arabic,F,0,0,0,0,1,0,0,1,0
F,Jordan,Jordan,0,2,2,Arabic,S,0,0,0,0,1,0,0,1,0
M,Iraq,Iraq,0,2,2,Arabic,F,1,1,1,0,0,1,1,0,2
M,Iraq,Iraq,0,2,2,Arabic,S,1,1,1,0,0,1,1,0,2
F,Iraq,Iraq,0,2,2,Arabic,F,1,1,1,1,0,1,1,0,2
F,Iraq,Iraq,0,2,2,Arabic,S,1,1,1,1,0,1,1,0,2
M,Jordan,Jordan,0,2,2,Arabic,F,1,0,1,0,1,1,1,0,1
M,Jordan,Jordan,0,2,2,Arabic,S,1,0,1,1,1,1,1,0,1
M,Jordan,SaudiArabia,0,2,2,Arabic,F,1,0,0,0,0,0,1,1,0
M,Jordan,SaudiArabia,0,2,2,Arabic,S,1,0,0,0,0,0,1,1,0
F,Jordan,Jordan,1,7,1,Biology,F,1,1,1,1,0,1,1,1,1
F,Jordan,Jordan,1,7,1,Biology,S,1,1,1,1,0,1,1,1,1
F,Iraq,Iraq,1,7,1,Biology,F,1,1,1,1,0,1,1,0,2
F,Iraq,Iraq,1,7,1,Biology,S,1,1,1,1,0,1,1,0,2
M,Jordan,Palestine,1,7,1,Biology,F,1,1,1,1,0,1,1,0,2
M,Jordan,Palestine,1,7,1,Biology,S,1,1,1,1,1,1,1,0,2
M,Jordan,Jordan,1,7,1,Biology,F,0,1,1,1,1,1,0,0,1
M,Jordan,Jordan,1,7,1,Biology,S,0,1,1,1,1,1,0,0,1
M,Palestine,Palestine,1,7,1,Biology,F,0,1,1,1,1,1,1,0,2
M,Palestine,Palestine,1,7,1,Biology,S,0,1,1,1,1,1,1,0,2
M,Jordan,Jordan,1,7,1,Biology,F,0,0,1,1,0,0,1,1,1
M,Jordan,Jordan,1,7,1,Biology,S,0,0,1,1,0,0,1,1,1
M,Jordan,Jordan,1,7,1,Biology,F,0,1,1,1,1,0,1,0,2
M,Jordan,Jordan,1,7,1,Biology,S,0,1,1,1,1,0,1,0,2
F,Syria,Syria,1,7,1,Biology,F,1,1,1,1,1,1,1,0,2
F,Syria,Syria,1,7,1,Biology,S,1,1,1,1,1,1,1,0,2
M,Jordan,Jordan,1,7,1,Biology,F,1,0,0,0,0,0,0,1,0
M,Jordan,Jordan,1,7,1,Biology,S,1,0,0,0,0,0,0,1,0
M,Jordan,Jordan,1,7,2,Biology,F,0,1,1,0,0,0,0,0,1
M,Jordan,Jordan,1,7,2,Biology,S,0,1,1,0,0,0,0,0,1
F,Jordan,Jordan,1,7,2,Biology,F,1,1,1,0,0,0,1,0,2
F,Jordan,Jordan,1,7,2,Biology,S,1,1,1,0,0,0,1,0,2
M,Palestine,Jordan,1,7,2,Biology,F,0,1,1,1,1,1,1,0,1
M,Palestine,Jordan,1,7,2,Biology,S,0,1,1,1,1,1,1,0,1
F,Lybia,Lybia,1,7,2,Biology,F,1,0,0,0,0,0,1,1,0
F,Lybia,Lybia,1,7,2,Biology,S,1,0,0,0,0,0,1,1,0
M,Iraq,Iraq,1,7,2,Biology,F,0,1,1,1,1,1,1,0,2
M,Iraq,Iraq,1,7,2,Biology,S,0,1,1,1,1,1,1,0,2
M,Palestine,Jordan,1,7,2,Biology,F,0,1,1,1,1,1,1,0,2
M,Palestine,Jordan,1,7,2,Biology,S,0,1,1,1,1,1,1,0,2
F,Jordan,Jordan,1,8,1,Chemistry,F,1,1,1,0,0,1,1,0,2
F,Jordan,Jordan,1,8,1,Chemistry,S,1,1,1,0,0,1,1,0,2
F,Jordan,Jordan,1,8,1,Geology,F,1,1,1,1,0,1,1,1,1
F,Jordan,Jordan,1,8,1,Geology,S,1,1,1,1,0,1,1,1,1
F,Jordan,Jordan,1,8,1,Geology,F,1,1,1,1,1,1,1,0,2
F,Jordan,Jordan,1,8,1,Geology,S,1,1,1,1,1,1,1,0,2
M,Jordan,Jordan,1,8,1,Chemistry,F,1,1,1,1,0,1,1,1,1
M,Jordan,Jordan,1,8,1,Chemistry,S,1,1,1,1,0,1,1,1,1
M,Jordan,SaudiArabia,1,8,1,Chemistry,F,0,0,0,0,0,0,0,1,0
M,Jordan,SaudiArabia,1,8,1,Chemistry,S,0,0,0,0,0,0,0,1,0
M,Jordan,SaudiArabia,1,8,1,Geology,F,0,1,1,0,1,0,0,0,2
M,Jordan,SaudiArabia,1,8,1,Geology,S,0,1,1,0,1,0,0,0,2
M,Jordan,SaudiArabia,1,8,1,Geology,F,0,1,1,1,1,0,0,0,1
M,Jordan,SaudiArabia,1,8,1,Geology,S,0,1,1,1,1,0,0,0,1
M,Jordan,Jordan,1,8,1,Chemistry,F,1,1,1,1,0,1,1,1,1
M,Jordan,Jordan,1,8,1,Chemistry,S,1,1,1,1,0,1,1,1,1
M,Jordan,Jordan,1,8,1,Geology,F,1,1,1,1,0,1,1,0,1
M,Jordan,Jordan,1,8,1,Geology,S,1,1,1,1,0,1,1,0,1
M,Jordan,Jordan,1,8,1,Chemistry,F,1,1,1,1,0,1,1,0,1
M,Jordan,Jordan,1,8,1,Chemistry,S,1,1,1,1,0,1,1,0,1
M,Jordan,Jordan,1,8,1,Geology,F,1,1,1,1,0,1,1,0,1
M,Jordan,Jordan,1,8,1,Geology,S,1,1,1,1,0,1,1,0,1
M,Jordan,Jordan,1,8,1,History,F,1,1,1,1,1,1,1,1,1
M,Jordan,Jordan,1,8,1,History,S,1,1,1,1,1,1,1,1,1
M,Jordan,Jordan,1,8,1,Chemistry,F,1,1,1,1,0,1,1,1,0
M,Jordan,Jordan,1,8,1,Chemistry,S,1,1,1,1,0,1,1,1,0
M,Jordan,Jordan,1,8,1,Geology,F,1,1,1,1,1,1,1,0,1
M,Jordan,Jordan,1,8,1,Geology,S,1,1,1,1,1,1,1,0,1
M,Jordan,Jordan,1,8,1,History,F,1,1,1,1,1,1,1,0,2
M,Jordan,Jordan,1,8,1,History,S,1,1,1,1,1,1,1,0,2
F,Jordan,Jordan,1,8,1,Chemistry,F,0,0,1,0,0,1,1,0,2
F,Jordan,Jordan,1,8,1,Chemistry,S,0,0,1,0,0,1,1,0,2
F,Jordan,Jordan,1,8,1,Geology,F,0,0,1,1,0,1,1,1,1
F,Jordan,Jordan,1,8,1,Geology,S,0,0,1,1,0,1,1,1,1
F,Jordan,Jordan,1,8,1,History,F,0,1,1,1,1,1,1,0,1
F,Jordan,Jordan,1,8,1,History,S,0,0,1,1,1,1,1,0,1
F,Jordan,Jordan,1,8,1,Chemistry,F,0,1,1,1,0,1,1,0,2
F,Jordan,Jordan,1,8,1,Chemistry,S,0,1,1,1,0,1,1,0,2
M,Iraq,Iraq,1,8,1,Chemistry,F,0,1,1,1,1,1,1,0,2
M,Iraq,Iraq,1,8,1,Chemistry,S,0,1,1,1,1,1,1,0,2
M,Iraq,Iraq,1,8,1,Geology,F,0,1,1,1,1,1,1,1,1
M,Iraq,Iraq,1,8,1,Geology,S,0,1,1,1,1,1,1,1,1
M,Iraq,Iraq,1,8,1,History,F,0,1,1,1,1,1,1,1,1
M,Iraq,Iraq,1,8,1,History,S,0,1,1,1,1,1,1,1,1
F,Jordan,Jordan,1,8,1,Chemistry,F,1,1,1,1,1,1,1,0,2
F,Jordan,Jordan,1,8,1,Chemistry,S,1,1,1,1,1,1,1,0,2
F,Jordan,Jordan,1,8,1,Geology,F,1,1,1,1,1,1,1,0,2
F,Jordan,Jordan,1,8,1,Geology,S,1,1,1,1,1,1,1,0,2
F,Jordan,Jordan,1,8,1,Chemistry,F,0,0,0,0,1,0,0,1,0
F,Jordan,Jordan,1,8,1,Chemistry,S,0,0,0,0,1,0,0,1,0
M,Palestine,Jordan,1,8,1,History,F,0,1,1,1,0,1,1,0,1
M,Palestine,Jordan,1,8,1,History,S,0,1,1,1,1,1,1,0,1
M,Palestine,Palestine,1,8,1,Geology,F,0,1,1,1,1,1,1,0,1
M,Palestine,Palestine,1,8,1,Geology,S,0,1,1,1,1,1,1,0,1
F,Jordan,Jordan,1,8,1,Chemistry,F,0,0,0,0,0,0,0,1,0
F,Jordan,Jordan,1,8,1,Chemistry,S,0,0,0,0,0,0,0,1,0
F,Jordan,Jordan,1,8,1,Geology,F,0,1,1,0,0,0,0,0,1
F,Jordan,Jordan,1,8,1,Geology,S,0,1,1,0,0,0,0,0,1
F,Jordan,Jordan,1,8,1,History,F,0,0,0,0,1,0,0,1,0
F,Jordan,Jordan,1,8,1,History,S,0,0,14,0,1,0,0,1,0
